Country,ISO 3166-1 alpha-3,Year,Total,Temperature,GDP Per Capita (USD),Coal,Oil,Gas,Cement,Flaring,Per Capita
Estonia,EST,1965.0,19.13474,47,26853,14.800177,3.71506,0.401792,0.21771,6.472439418216805,14.810124
Estonia,EST,1966.0,20.207291,29,51408,15.494757,4.020728,0.450911,0.240895,6.472439418216805,15.474933
Estonia,EST,1967.0,21.126862,55,52697,15.90605,4.462637,0.502594,0.255582,6.472439418216805,16.00834
Estonia,EST,1968.0,21.716766,45,38986,16.049082,4.848257,0.555182,0.264246,6.472439418216805,16.276677
Estonia,EST,1969.0,22.61354,22,39799,16.482968,5.257591,0.601473,0.271509,6.472439418216805,16.766867
Estonia,EST,1970.0,23.789536,29,35739,17.309025,5.643288,0.548861,0.288362,6.472439418216805,17.466633
Estonia,EST,1992.0,24.422898,24,57352,17.796046,4.637503,1.606691,0.315369,5.7e-05,15.855102
Estonia,EST,1993.0,19.439861,43,53134,13.588837,4.799075,0.803466,0.228119,2.8e-05,12.921694
Estonia,EST,1994.0,20.046154,51,55895,14.117759,4.45977,1.11947,0.330055,4.1e-05,13.583918
Estonia,EST,1995.0,18.066413,78,40733,12.915185,3.494134,1.28909,0.347898,4.6e-05,12.435796
Estonia,EST,1996.0,19.042308,47,44976,13.448292,3.791132,1.421962,0.361466,5.1e-05,13.272954
Estonia,EST,1997.0,18.684563,37,33641,13.190953,3.68084,1.393055,0.396068,5e-05,13.14435
Estonia,EST,1998.0,16.94219,66,57573,11.499491,3.647447,1.334247,0.403515,4.7e-05,12.005971
Estonia,EST,1999.0,15.955205,46,56088,10.920188,3.325614,1.296046,0.361043,4.6e-05,11.368171
Estonia,EST,2002.0,15.383117,61,54489,10.381148,3.232211,1.359874,0.356321,4.8e-05,11.153329
Estonia,EST,2003.0,17.278976,28,25044,12.168204,3.174117,1.546916,0.335282,5.5e-05,12.606318
Estonia,EST,2004.0,17.342298,42,42362,12.011994,3.17358,1.741538,0.364802,6.2e-05,12.728479
Estonia,EST,2005.0,17.109785,60,56538,11.743136,3.204709,1.741067,0.372883,6.4e-05,12.630298
Estonia,EST,2006.0,16.454333,45,40001,11.044037,3.21513,1.728618,0.413696,6.5e-05,12.21818
Estonia,EST,2007.0,19.966375,53,57763,14.256835,3.322427,1.737002,0.596716,6.5e-05,14.8939
Estonia,EST,2009.0,14.440645,38,55822,10.019982,2.914425,1.223858,0.257,4.3e-05,10.820594
Estonia,EST,2010.0,19.002517,54,35324,14.260449,3.066222,1.327925,0.310433,4.6e-05,14.271136
Estonia,EST,2012.0,17.794827,33,44207,12.602224,3.241552,1.27492,0.407444,4.4e-05,13.453594
Estonia,EST,2013.0,19.697905,73,36921,14.532069,3.253254,1.212138,0.39905,4.5e-05,14.945504
Estonia,EST,2014.0,18.860397,74,43690,14.071926,3.293512,1.021995,0.421884,3.5e-05,14.347679
Estonia,EST,2015.0,15.8469,21,42830,11.263031,3.396913,0.915042,0.205612,3.1e-05,12.054018
Estonia,EST,2016.0,17.559353,52,29350,12.752646,3.503724,1.051739,0.185181,3.6e-05,13.343724
Estonia,EST,2017.0,18.762487,35,29140,13.87706,3.571821,0.922599,0.306764,3.2e-05,14.240447
Estonia,EST,2018.0,17.935074,32,23549,13.06273,3.503322,0.986677,0.297762,3.4e-05,13.565103
Estonia,EST,2019.0,12.38019,35,54270,7.775731,3.315348,0.914391,0.295485,3.2e-05,9.329183
Estonia,EST,2020.0,9.34301,38,54531,5.335555,3.111814,0.809566,0.020121,2.8e-05,7.027757
Ethiopia,ETH,1941.0,0.010903,25,44818,64.61560383291817,28.861419144880646,29.461984960802187,0.010903,6.472439418216805,4.704460138509114
Ethiopia,ETH,1942.0,0.010903,30,51272,64.61560383291817,28.861419144880646,29.461984960802187,0.010903,6.472439418216805,4.704460138509114
Ethiopia,ETH,1948.0,0.003634,49,42999,64.61560383291817,28.861419144880646,29.461984960802187,0.003634,6.472439418216805,4.704460138509114
Ethiopia,ETH,1949.0,0.003634,51,32563,64.61560383291817,28.861419144880646,29.461984960802187,0.003634,6.472439418216805,4.704460138509114
Ethiopia,ETH,1950.0,0.087907,23,23587,0.021105,0.063314,29.461984960802187,0.003489,6.472439418216805,0.004964
Ethiopia,ETH,1951.0,0.062258,50,30015,0.014656,0.043968,29.461984960802187,0.003634,6.472439418216805,0.003439
Ethiopia,ETH,1952.0,0.098898,41,53666,0.010992,0.084272,29.461984960802187,0.003634,6.472439418216805,0.005347
Ethiopia,ETH,1953.0,0.18317,51,39493,0.007328,0.172208,29.461984960802187,0.003634,6.472439418216805,0.009696
Ethiopia,ETH,1954.0,0.271016,50,30936,0.037142,0.219137,29.461984960802187,0.014736,6.472439418216805,0.014048
Ethiopia,ETH,1955.0,0.227049,63,26736,0.029312,0.1832,29.461984960802187,0.014537,6.472439418216805,0.011523
Ethiopia,ETH,1956.0,0.241705,28,32698,0.029312,0.197856,29.461984960802187,0.014537,6.472439418216805,0.012008
Ethiopia,ETH,1957.0,0.322343,21,54506,64.61560383291817,0.31144,29.461984960802187,0.010903,6.472439418216805,0.015724
Ethiopia,ETH,1958.0,0.318649,53,41187,0.025648,0.278464,29.461984960802187,0.014537,6.472439418216805,0.015307
Ethiopia,ETH,1959.0,0.336999,77,41467,0.014656,0.31144,29.461984960802187,0.010903,6.472439418216805,0.015876
Ethiopia,ETH,1961.0,0.340633,78,23909,0.025648,0.300448,29.461984960802187,0.014537,6.472439418216805,0.015288
Ethiopia,ETH,1962.0,0.395534,49,32753,0.021984,0.351744,29.461984960802187,0.021806,6.472439418216805,0.017308
Ethiopia,ETH,1963.0,0.421213,75,23235,0.025427,0.377771,29.461984960802187,0.018015,6.472439418216805,0.017963
Ethiopia,ETH,1964.0,0.406526,20,32673,0.003664,0.381056,29.461984960802187,0.021806,6.472439418216805,0.016887
Ethiopia,ETH,1965.0,0.64448,58,21642,0.025503,0.571998,29.461984960802187,0.046979,6.472439418216805,0.026063
Ethiopia,ETH,1966.0,0.823984,61,49338,0.025648,0.747456,29.461984960802187,0.05088,6.472439418216805,0.032469
Ethiopia,ETH,1968.0,1.725031,74,26732,0.014656,1.623152,29.461984960802187,0.087223,6.472439418216805,0.064418
Ethiopia,ETH,1969.0,1.666435,27,30003,0.025704,1.556958,29.461984960802187,0.083773,6.472439418216805,0.060531
Ethiopia,ETH,1970.0,1.651721,74,20406,64.61560383291817,1.560864,29.461984960802187,0.090857,6.472439418216805,0.058348
Ethiopia,ETH,1971.0,1.849458,50,51897,64.61560383291817,1.744064,29.461984960802187,0.105394,6.472439418216805,0.063556
Ethiopia,ETH,1972.0,1.406203,59,54242,64.61560383291817,1.311712,29.461984960802187,0.094491,6.472439418216805,0.047044
Ethiopia,ETH,1973.0,1.750887,40,38989,64.61560383291817,1.689104,29.461984960802187,0.061783,6.472439418216805,0.057043
Ethiopia,ETH,1974.0,1.736261,71,20051,64.61560383291817,1.678112,29.461984960802187,0.058149,6.472439418216805,0.055139
Ethiopia,ETH,1976.0,1.174729,34,48168,64.61560383291817,1.102864,29.461984960802187,0.071865,6.472439418216805,0.035531
Ethiopia,ETH,1977.0,1.046786,29,26724,64.61560383291817,1.011264,29.461984960802187,0.035522,6.472439418216805,0.031066
Ethiopia,ETH,1978.0,1.368501,35,30739,64.61560383291817,1.326368,29.461984960802187,0.042133,6.472439418216805,0.039946
Ethiopia,ETH,1979.0,1.844135,46,23977,64.61560383291817,1.799024,29.461984960802187,0.045111,6.472439418216805,0.053055
Ethiopia,ETH,1980.0,1.817483,64,54681,64.61560383291817,1.766048,29.461984960802187,0.051435,6.472439418216805,0.052009
Ethiopia,ETH,1981.0,1.860007,78,44029,64.61560383291817,1.799024,29.461984960802187,0.060983,6.472439418216805,0.051928
Ethiopia,ETH,1982.0,1.473914,40,24606,64.61560383291817,1.406976,29.461984960802187,0.066938,6.472439418216805,0.039607
Ethiopia,ETH,1983.0,1.834754,41,48232,64.61560383291817,1.75872,29.461984960802187,0.076034,6.472439418216805,0.047986
Ethiopia,ETH,1984.0,1.650281,69,36312,64.61560383291817,1.542544,29.461984960802187,0.107737,6.472439418216805,0.042096
Ethiopia,ETH,1985.0,1.79871,77,32366,64.61560383291817,1.689104,29.461984960802187,0.109606,6.472439418216805,0.044649
Ethiopia,ETH,1986.0,2.195246,41,30694,64.61560383291817,2.077488,29.461984960802187,0.117758,6.472439418216805,0.052955
Ethiopia,ETH,1988.0,2.640066,67,31768,64.61560383291817,2.469536,29.461984960802187,0.17053,6.472439418216805,0.059312
Ethiopia,ETH,1989.0,2.794114,47,28025,64.61560383291817,2.63808,29.461984960802187,0.156034,6.472439418216805,0.060484
Ethiopia,ETH,1991.0,2.958472,48,44170,64.61560383291817,2.8396,29.461984960802187,0.118872,6.472439418216805,0.059244
Ethiopia,ETH,1992.0,2.936737,48,36185,64.61560383291817,2.813952,29.461984960802187,0.122785,6.472439418216805,0.056463
Ethiopia,ETH,1994.0,2.197201,48,25384,64.61560383291817,2.007872,29.461984960802187,0.189329,6.472439418216805,0.039504
Ethiopia,ETH,1995.0,2.505953,77,53348,64.61560383291817,2.257024,29.461984960802187,0.248929,6.472439418216805,0.0436
Ethiopia,ETH,1996.0,2.794189,34,48881,64.61560383291817,2.513504,29.461984960802187,0.280685,6.472439418216805,0.047082
Ethiopia,ETH,1997.0,2.980158,56,21077,64.61560383291817,2.67472,29.461984960802187,0.305438,6.472439418216805,0.048669
Ethiopia,ETH,1998.0,3.147422,73,36279,64.61560383291817,2.843264,29.461984960802187,0.304158,6.472439418216805,0.049851
Ethiopia,ETH,1999.0,3.094276,43,41093,64.61560383291817,2.835936,29.461984960802187,0.25834,6.472439418216805,0.047547
Ethiopia,ETH,2000.0,3.462855,63,45130,64.61560383291817,3.107072,29.461984960802187,0.355783,6.472439418216805,0.05166
Ethiopia,ETH,2001.0,4.264586,46,51701,64.61560383291817,3.90216,29.461984960802187,0.362426,6.472439418216805,0.061789
Ethiopia,ETH,2003.0,4.870232,31,49751,64.61560383291817,4.418784,29.461984960802187,0.451448,6.472439418216805,0.066562
Ethiopia,ETH,2004.0,5.158551,76,26689,64.61560383291817,4.63496,29.461984960802187,0.523591,6.472439418216805,0.068506
Ethiopia,ETH,2005.0,4.956129,73,24982,64.61560383291817,4.334512,29.461984960802187,0.621617,6.472439418216805,0.063975
Ethiopia,ETH,2006.0,5.318177,32,28958,64.61560383291817,4.638624,29.461984960802187,0.679553,6.472439418216805,0.066735
Ethiopia,ETH,2007.0,5.839596,49,44220,64.61560383291817,5.210208,29.461984960802187,0.629388,6.472439418216805,0.071218
Faeroe Islands,FRO,1957.0,0.095264,57,49207,0.007621,0.087643,29.461984960802187,3.2337239377996987,6.472439418216805,2.909802
Faeroe Islands,FRO,1958.0,0.117248,62,31988,0.003782,0.113466,29.461984960802187,3.2337239377996987,6.472439418216805,3.531141
Faeroe Islands,FRO,1960.0,0.058624,74,21424,0.003908,0.054716,29.461984960802187,3.2337239377996987,6.472439418216805,1.716461
Faeroe Islands,FRO,1961.0,0.113584,69,36114,0.007572,0.106012,29.461984960802187,3.2337239377996987,6.472439418216805,3.285433
Faeroe Islands,FRO,1962.0,0.117248,69,40033,0.003664,0.113584,29.461984960802187,3.2337239377996987,6.472439418216805,3.353488
Faeroe Islands,FRO,1964.0,0.120912,79,22810,0.007328,0.113584,29.461984960802187,3.2337239377996987,6.472439418216805,3.373567
Faeroe Islands,FRO,1965.0,0.135568,64,30041,0.007328,0.12824,29.461984960802187,3.2337239377996987,6.472439418216805,3.729929
Faeroe Islands,FRO,1966.0,0.139232,28,36792,0.007328,0.131904,29.461984960802187,3.2337239377996987,6.472439418216805,3.78091
Faeroe Islands,FRO,1968.0,0.1832,65,37242,0.003664,0.179536,29.461984960802187,3.2337239377996987,6.472439418216805,4.868456
Faeroe Islands,FRO,1969.0,0.212512,63,37113,0.003664,0.208848,29.461984960802187,3.2337239377996987,6.472439418216805,5.590803
Faeroe Islands,FRO,1970.0,0.25648,52,55034,0.003664,0.252816,29.461984960802187,3.2337239377996987,6.472439418216805,6.676385
Faeroe Islands,FRO,1971.0,0.260144,74,36797,0.003664,0.25648,29.461984960802187,3.2337239377996987,6.472439418216805,6.694218
Faeroe Islands,FRO,1972.0,0.234496,72,26259,0.003608,0.230888,29.461984960802187,3.2337239377996987,6.472439418216805,5.966212
Faeroe Islands,FRO,1973.0,0.252816,76,39299,64.61560383291817,0.252816,29.461984960802187,3.2337239377996987,6.472439418216805,6.360791
Faeroe Islands,FRO,1974.0,0.300448,58,36271,64.61560383291817,0.300448,29.461984960802187,3.2337239377996987,6.472439418216805,7.475876
Faeroe Islands,FRO,1975.0,0.34808,34,41504,64.61560383291817,0.34808,29.461984960802187,3.2337239377996987,6.472439418216805,8.567912
Faeroe Islands,FRO,1976.0,0.32976,77,36517,64.61560383291817,0.32976,29.461984960802187,3.2337239377996987,6.472439418216805,8.032348
Faeroe Islands,FRO,1977.0,0.406704,69,47436,64.61560383291817,0.406704,29.461984960802187,3.2337239377996987,6.472439418216805,9.804585
Faeroe Islands,FRO,1978.0,0.399376,46,31485,64.61560383291817,0.399376,29.461984960802187,3.2337239377996987,6.472439418216805,9.516883
Faeroe Islands,FRO,1980.0,0.42136,50,56071,64.61560383291817,0.42136,29.461984960802187,3.2337239377996987,6.472439418216805,9.786779
Faeroe Islands,FRO,1981.0,0.43968,20,40647,64.61560383291817,0.43968,29.461984960802187,3.2337239377996987,6.472439418216805,10.081398
Faeroe Islands,FRO,1983.0,0.487312,60,33888,64.61560383291817,0.487312,29.461984960802187,3.2337239377996987,6.472439418216805,10.9094
Faeroe Islands,FRO,1984.0,0.498304,65,44723,64.61560383291817,0.498304,29.461984960802187,3.2337239377996987,6.472439418216805,11.040301
Faeroe Islands,FRO,1985.0,0.516624,25,40211,64.61560383291817,0.516624,29.461984960802187,3.2337239377996987,6.472439418216805,11.335688
Faeroe Islands,FRO,1986.0,0.490976,64,38826,64.61560383291817,0.490976,29.461984960802187,3.2337239377996987,6.472439418216805,10.67084
Faeroe Islands,FRO,1987.0,0.498304,35,24833,64.61560383291817,0.498304,29.461984960802187,3.2337239377996987,6.472439418216805,10.721518
Faeroe Islands,FRO,1988.0,0.527616,54,21123,64.61560383291817,0.527616,29.461984960802187,3.2337239377996987,6.472439418216805,11.235674
Faeroe Islands,FRO,1989.0,0.578912,48,30708,64.61560383291817,0.578912,29.461984960802187,3.2337239377996987,6.472439418216805,12.190187
Faeroe Islands,FRO,1990.0,0.703488,39,39082,64.61560383291817,0.703488,29.461984960802187,3.2337239377996987,6.472439418216805,14.816824
Faeroe Islands,FRO,1991.0,0.655856,74,26117,64.61560383291817,0.655856,29.461984960802187,3.2337239377996987,6.472439418216805,14.011023
Faeroe Islands,FRO,1992.0,0.648528,61,47007,64.61560383291817,0.648528,29.461984960802187,3.2337239377996987,6.472439418216805,14.096903
Faeroe Islands,FRO,1993.0,0.582576,78,34733,64.61560383291817,0.582576,29.461984960802187,3.2337239377996987,6.472439418216805,12.918574
Faeroe Islands,FRO,1994.0,0.575248,24,52248,64.61560383291817,0.575248,29.461984960802187,3.2337239377996987,6.472439418216805,13.035009
Faeroe Islands,FRO,1995.0,0.571584,69,29993,64.61560383291817,0.571584,29.461984960802187,3.2337239377996987,6.472439418216805,13.048373
Faeroe Islands,FRO,1996.0,0.600896,69,40324,64.61560383291817,0.600896,29.461984960802187,3.2337239377996987,6.472439418216805,13.614029
Faeroe Islands,FRO,1997.0,0.589904,34,30332,64.61560383291817,0.589904,29.461984960802187,3.2337239377996987,6.472439418216805,13.257759
Faeroe Islands,FRO,1998.0,0.62288,25,56140,64.61560383291817,0.62288,29.461984960802187,3.2337239377996987,6.472439418216805,13.883428
Faeroe Islands,FRO,1999.0,0.630208,29,21652,64.61560383291817,0.630208,29.461984960802187,3.2337239377996987,6.472439418216805,13.94173
Faeroe Islands,FRO,2001.0,0.762112,75,35303,64.61560383291817,0.762112,29.461984960802187,3.2337239377996987,6.472439418216805,16.479879
Faeroe Islands,FRO,2002.0,0.725472,68,38386,64.61560383291817,0.725472,29.461984960802187,3.2337239377996987,6.472439418216805,15.497234
Faeroe Islands,FRO,2003.0,0.7328,72,39189,64.61560383291817,0.7328,29.461984960802187,3.2337239377996987,6.472439418216805,15.462525
Faeroe Islands,FRO,2004.0,0.747456,35,42049,64.61560383291817,0.747456,29.461984960802187,3.2337239377996987,6.472439418216805,15.575569
Faeroe Islands,FRO,2005.0,0.721808,74,43294,64.61560383291817,0.721808,29.461984960802187,3.2337239377996987,6.472439418216805,14.94705
Faeroe Islands,FRO,2006.0,0.67784,32,30949,64.61560383291817,0.67784,29.461984960802187,3.2337239377996987,6.472439418216805,14.030178
Faeroe Islands,FRO,2007.0,0.688832,41,28871,64.61560383291817,0.688832,29.461984960802187,3.2337239377996987,6.472439418216805,14.243543
Faeroe Islands,FRO,2008.0,0.630208,40,34134,64.61560383291817,0.630208,29.461984960802187,3.2337239377996987,6.472439418216805,13.017868
Faeroe Islands,FRO,2009.0,0.575248,65,24079,64.61560383291817,0.575248,29.461984960802187,3.2337239377996987,6.472439418216805,11.878172
Faeroe Islands,FRO,2010.0,0.630208,33,41814,64.61560383291817,0.630208,29.461984960802187,3.2337239377996987,6.472439418216805,13.018137
Faeroe Islands,FRO,2011.0,0.56792,59,20877,64.61560383291817,0.56792,29.461984960802187,3.2337239377996987,6.472439418216805,11.737279
Faeroe Islands,FRO,2012.0,0.589904,56,42191,64.61560383291817,0.589904,29.461984960802187,3.2337239377996987,6.472439418216805,12.190114
Faeroe Islands,FRO,2013.0,0.648528,68,42791,64.61560383291817,0.648528,29.461984960802187,3.2337239377996987,6.472439418216805,13.394357
Faeroe Islands,FRO,2014.0,0.597232,56,31585,64.61560383291817,0.597232,29.461984960802187,3.2337239377996987,6.472439418216805,12.322955
Faeroe Islands,FRO,2015.0,0.608224,39,47308,64.61560383291817,0.608224,29.461984960802187,3.2337239377996987,6.472439418216805,12.459521
Faeroe Islands,FRO,2016.0,0.630208,20,53745,64.61560383291817,0.630208,29.461984960802187,3.2337239377996987,6.472439418216805,12.731475
Faeroe Islands,FRO,2018.0,0.725472,49,45466,64.61560383291817,0.725472,29.461984960802187,3.2337239377996987,6.472439418216805,14.237504
Faeroe Islands,FRO,2019.0,0.740128,31,30890,64.61560383291817,0.740128,29.461984960802187,3.2337239377996987,6.472439418216805,14.321085
Faeroe Islands,FRO,2020.0,0.692173,21,37233,64.61560383291817,0.692173,29.461984960802187,3.2337239377996987,6.472439418216805,13.205626
Faeroe Islands,FRO,2021.0,0.698346,44,51723,64.61560383291817,0.698346,29.461984960802187,3.2337239377996987,6.472439418216805,13.203997
Fiji,FJI,1950.0,0.120912,73,40817,0.025648,0.095264,29.461984960802187,3.2337239377996987,6.472439418216805,0.392179
Fiji,FJI,1951.0,0.131904,60,42805,0.04991,0.081994,29.461984960802187,3.2337239377996987,6.472439418216805,0.421634
Fiji,FJI,1953.0,0.168544,25,57936,0.051296,0.117248,29.461984960802187,3.2337239377996987,6.472439418216805,0.517062
Fiji,FJI,1954.0,0.157552,25,40474,0.05496,0.102592,29.461984960802187,3.2337239377996987,6.472439418216805,0.471343
Fiji,FJI,1955.0,0.172208,54,21375,0.047632,0.124576,29.461984960802187,3.2337239377996987,6.472439418216805,0.501052
Fiji,FJI,1956.0,0.194192,70,24351,0.043154,0.151038,29.461984960802187,3.2337239377996987,6.472439418216805,0.548395
Fiji,FJI,1958.0,0.175872,74,34760,0.007328,0.168544,29.461984960802187,3.2337239377996987,6.472439418216805,0.466411
Fiji,FJI,1959.0,0.197856,65,24130,0.025648,0.172208,29.461984960802187,3.2337239377996987,6.472439418216805,0.508216
Fiji,FJI,1960.0,0.194192,76,21135,0.01832,0.175872,29.461984960802187,3.2337239377996987,6.472439418216805,0.483256
Fiji,FJI,1961.0,0.168544,40,53989,0.003745,0.164799,29.461984960802187,3.2337239377996987,6.472439418216805,0.406587
Fiji,FJI,1962.0,0.230832,73,36791,0.01832,0.212512,29.461984960802187,3.2337239377996987,6.472439418216805,0.539712
Fiji,FJI,1963.0,0.241824,55,46334,0.01832,0.223504,29.461984960802187,3.2337239377996987,6.472439418216805,0.547875
Fiji,FJI,1964.0,0.424905,46,26292,0.010992,0.399376,29.461984960802187,0.014537,6.472439418216805,0.933418
Fiji,FJI,1965.0,0.344267,78,43281,0.007328,0.318768,29.461984960802187,0.018171,6.472439418216805,0.73403
Fiji,FJI,1966.0,0.322252,27,21269,0.003706,0.296489,29.461984960802187,0.022056,6.472439418216805,0.668076
Fiji,FJI,1967.0,0.355228,46,20517,0.014809,0.318386,29.461984960802187,0.022033,6.472439418216805,0.718166
Fiji,FJI,1968.0,0.395504,40,27054,0.003664,0.3664,29.461984960802187,0.02544,6.472439418216805,0.781661
Fiji,FJI,1969.0,0.432146,62,47217,0.003633,0.403286,29.461984960802187,0.025226,6.472439418216805,0.835949
Fiji,FJI,1970.0,0.52005,41,32181,64.61560383291817,0.490976,29.461984960802187,0.029074,6.472439418216805,0.985627
Fiji,FJI,1971.0,0.549271,69,20985,0.003689,0.505337,29.461984960802187,0.040245,6.472439418216805,1.02095
Fiji,FJI,1973.0,0.629851,24,23309,64.61560383291817,0.58624,29.461984960802187,0.043611,6.472439418216805,1.130297
Fiji,FJI,1974.0,0.670185,25,38980,0.01832,0.611888,29.461984960802187,0.039977,6.472439418216805,1.183454
Fiji,FJI,1975.0,0.622581,66,48251,0.044228,0.541795,29.461984960802187,0.036558,6.472439418216805,1.081238
Fiji,FJI,1976.0,0.482997,37,51772,0.025648,0.425024,29.461984960802187,0.032325,6.472439418216805,0.823375
Fiji,FJI,1977.0,0.764627,67,40226,0.051296,0.67784,29.461984960802187,0.035491,6.472439418216805,1.275891
Fiji,FJI,1978.0,0.709084,34,55684,0.065952,0.60456,29.461984960802187,0.038572,6.472439418216805,1.155592
Fiji,FJI,1979.0,0.836456,53,53154,0.062288,0.729136,29.461984960802187,0.045032,6.472439418216805,1.330117
Fiji,FJI,1980.0,0.79242,73,57488,0.05496,0.699824,29.461984960802187,0.037636,6.472439418216805,1.229354
Fiji,FJI,1981.0,1.077173,20,41638,0.047632,0.985616,29.461984960802187,0.043925,6.472439418216805,1.630524
Fiji,FJI,1982.0,0.835123,37,37688,0.062288,0.7328,29.461984960802187,0.040035,6.472439418216805,1.233625
Fiji,FJI,1983.0,0.708926,45,40677,0.047632,0.611888,29.461984960802187,0.049406,6.472439418216805,1.022106
Fiji,FJI,1984.0,0.577209,56,46041,0.058624,0.47632,29.461984960802187,0.042265,6.472439418216805,0.812328
Fiji,FJI,1986.0,0.598086,54,44731,0.040304,0.516624,29.461984960802187,0.041158,6.472439418216805,0.805332
Fiji,FJI,1987.0,0.471995,36,25133,0.014656,0.432352,29.461984960802187,0.024987,6.472439418216805,0.625343
Fiji,FJI,1988.0,0.549765,46,47944,0.010992,0.520288,29.461984960802187,0.018485,6.472439418216805,0.71924
Fiji,FJI,1989.0,0.625202,21,32752,0.043968,0.556928,29.461984960802187,0.024306,6.472439418216805,0.80911
Fiji,FJI,1990.0,0.80122,53,30638,0.062288,0.707152,29.461984960802187,0.03178,6.472439418216805,1.026639
Fiji,FJI,1991.0,0.655032,46,26468,0.047632,0.575248,29.461984960802187,0.032152,6.472439418216805,0.834614
Fiji,FJI,1992.0,0.730309,24,32387,0.051296,0.644864,29.461984960802187,0.034149,6.472439418216805,0.928133
Fiji,FJI,1993.0,0.728647,47,42862,0.051296,0.644864,29.461984960802187,0.032487,6.472439418216805,0.923276
Fiji,FJI,1994.0,0.723077,61,41033,0.051555,0.633391,29.461984960802187,0.038131,6.472439418216805,0.914357
Fiji,FJI,1995.0,0.736697,64,54713,0.051296,0.648528,29.461984960802187,0.036873,6.472439418216805,0.929884
Fiji,FJI,1996.0,0.792447,61,47157,0.058624,0.699824,29.461984960802187,0.033999,6.472439418216805,0.994864
Fiji,FJI,1999.0,0.756467,76,31338,0.047632,0.670512,29.461984960802187,0.038323,6.472439418216805,0.918687
Fiji,FJI,2000.0,0.814852,30,29944,0.044165,0.732406,29.461984960802187,0.038281,6.472439418216805,0.97879
Fiji,FJI,2001.0,1.003936,24,29326,0.040304,0.963632,29.461984960802187,3.2337239377996987,6.472439418216805,1.193287
Fiji,FJI,2002.0,0.835392,50,37793,0.043968,0.791424,29.461984960802187,3.2337239377996987,6.472439418216805,0.98294
Fiji,FJI,2003.0,0.98928,34,45592,0.043968,0.945312,29.461984960802187,3.2337239377996987,6.472439418216805,1.152596
Fiji,FJI,2004.0,1.293392,77,21789,64.61560383291817,1.293392,29.461984960802187,3.2337239377996987,6.472439418216805,1.492328
Fiji,FJI,2005.0,1.02592,33,39996,64.61560383291817,1.02592,29.461984960802187,3.2337239377996987,6.472439418216805,1.172583
Fiji,FJI,2006.0,1.146832,66,35594,64.61560383291817,1.146832,29.461984960802187,3.2337239377996987,6.472439418216805,1.298668
Fiji,FJI,2007.0,1.084544,30,34017,64.61560383291817,1.084544,29.461984960802187,3.2337239377996987,6.472439418216805,1.217702
Fiji,FJI,2009.0,0.736464,35,47353,64.61560383291817,0.736464,29.461984960802187,3.2337239377996987,6.472439418216805,0.817038
Fiji,FJI,2011.0,1.014928,23,48478,64.61560383291817,1.014928,29.461984960802187,3.2337239377996987,6.472439418216805,1.117325
Fiji,FJI,2012.0,0.967296,28,54017,64.61560383291817,0.967296,29.461984960802187,3.2337239377996987,6.472439418216805,1.061727
Fiji,FJI,2013.0,1.036912,21,47578,64.61560383291817,1.036912,29.461984960802187,3.2337239377996987,6.472439418216805,1.135156
Fiji,FJI,2014.0,1.179808,75,25633,64.61560383291817,1.179808,29.461984960802187,3.2337239377996987,6.472439418216805,1.288619
Fiji,FJI,2015.0,1.242096,47,38939,64.61560383291817,1.242096,29.461984960802187,3.2337239377996987,6.472439418216805,1.354226
Fiji,FJI,2016.0,1.176144,68,22204,64.61560383291817,1.176144,29.461984960802187,3.2337239377996987,6.472439418216805,1.280685
Fiji,FJI,2017.0,1.308048,44,32846,64.61560383291817,1.308048,29.461984960802187,3.2337239377996987,6.472439418216805,1.423309
Fiji,FJI,2018.0,1.355537,43,22893,64.61560383291817,1.355537,29.461984960802187,3.2337239377996987,6.472439418216805,1.475019
Fiji,FJI,2019.0,1.359201,74,39358,64.61560383291817,1.359201,29.461984960802187,3.2337239377996987,6.472439418216805,1.479862
Fiji,FJI,2020.0,1.430807,56,29179,64.61560383291817,1.430807,29.461984960802187,3.2337239377996987,6.472439418216805,1.554512
Fiji,FJI,2021.0,1.470402,71,25929,64.61560383291817,1.470402,29.461984960802187,3.2337239377996987,6.472439418216805,1.590295
Finland,FIN,1860.0,0.03664,63,37021,0.03664,28.861419144880646,29.461984960802187,3.2337239377996987,6.472439418216805,0.021082
Finland,FIN,1861.0,0.07328,59,27810,0.07328,28.861419144880646,29.461984960802187,3.2337239377996987,6.472439418216805,0.041779
Finland,FIN,1862.0,0.07328,42,20876,0.07328,28.861419144880646,29.461984960802187,3.2337239377996987,6.472439418216805,0.041308
Finland,FIN,1863.0,0.076944,39,43007,0.076944,28.861419144880646,29.461984960802187,3.2337239377996987,6.472439418216805,0.04289
Finland,FIN,1864.0,0.047632,42,52655,0.047632,28.861419144880646,29.461984960802187,3.2337239377996987,6.472439418216805,0.026272
Finland,FIN,1865.0,0.062288,73,24069,0.062288,28.861419144880646,29.461984960802187,3.2337239377996987,6.472439418216805,0.033981
Finland,FIN,1866.0,0.069616,76,30395,0.069616,28.861419144880646,29.461984960802187,3.2337239377996987,6.472439418216805,0.037835
Finland,FIN,1867.0,0.062288,46,56853,0.062288,28.861419144880646,29.461984960802187,3.2337239377996987,6.472439418216805,0.034019
